,Section_Name,Content,Section_Number
182,Lost to Follow-Up,"All reasonable efforts must be made to locate subjects to determine and report their ongoing  status. This includes follow-up with persons authorized by the subject as noted above. Lost to  follow-up is defined by the inability to reach the subject after a minimum of three documented  phone calls, faxes, or emails as well as lack of response by subject to one registered mail letter.  All attempts should be documented in the subjects medical records. If it is determined that the  subject has died, the site will use permissible local methods to obtain the date and cause of death.",3.6.2
183,Lost to Follow-Up,"If investigators use of third-party representative to assist in the follow-up portion of the study  has been included in the subjects informed consent, then the investigator may use a Sponsor- retained third-party representative to assist site staff with obtaining subjects contact information  or other public vital status data necessary to complete the follow-up portion of the study. The site  staff and representative will consult publicly available sources, such as public health registries  and databases, in order to obtain updated contact information. If after all attempts, the subject  remains lost to follow-up, then the last known alive date as determined by the investigator should  be reported and documented in the subjects medical records.",3.6.2
184,STUDY DRUG,"Study drug includes both Investigational [Medicinal] Product (IP/IMP) and Non-investigational  [Medicinal] Products (Non-IP/Non-IMP) and can consist of the following: All products, active or placebo, being tested or used as a comparator in a clinical trial.   Study required premedication, and   Other drugs administered as part of the study that are critical to claims of efficacy  (eg, background therapy, rescue medications)  Diagnostic agents: (such as glucose for glucose challenge) given as part of the protocol  requirements must also be included in the dosing data collection.",4
185,STUDY DRUG,"All protocol-specified investigational product and non- investigational products are considered  study drug. See Table 4-1 for product description of elotuzumab, lenalidomide and  dexamethasone.",4
186,STUDY DRUG,  ,4
187,Investigational Product,"An investigational product, also known as investigational medicinal product in some regions, is  defined a pharmaceutical form of an active substance or placebo being tested or used as a  reference in a clinical study, including products already with a marketing authorization but used  or assembled (formulated or packaged) differently than the authorized form, or used for an  unauthorized indication, or when used to gain further information about the authorized form.",4.1
188,Investigational Product,The investigational product should be stored in a secure area according to local regulations. It is  the responsibility of the investigator to ensure that investigational product is only dispensed to  study subjects. The investigational product must be dispensed only from official study sites by  authorized personnel according to local regulations.,4.1
189,Investigational Product,"In this protocol, investigational product(s) is/are: Elotuzumab powder for solution for infusion,  lenalidomide (Revlimid ) capsules 5 mg, 10 mg, 15 mg, and 25 mg.",4.1
190,Non-investigational Product,"Other medications used as support or escape medication for preventative, diagnostic, or  therapeutic reasons, as components of the standard of care for a given diagnosis, may be  considered as non-investigational products.",4.2
191,Non-investigational Product,"In this protocol, non-investigational product(s) are: dexamethasone tablets and concentrate for  solution for IV infusion, diphenhydramine (or equivalent H1 blocker), ranitidine (or equivalent  H2 blocker), acetaminophen, thrombo-embolic prophylaxis medications include aspirin, low  molecular weight heparin, and vitamin K antagonists.",4.2
192,Storage and Dispensing,"The product storage manager should ensure that the study drug is stored in accordance with the  environmental conditions (temperature, light, and humidity) as determined by BMS. If concerns  regarding the quality or appearance of the study drug arise, the study drug should not be  dispensed and contact BMS immediately.",4.3
193,Storage and Dispensing,Study drug not supplied by BMS will be stored in accordance with the package insert.,4.3
194,Storage and Dispensing,"Investigational product documentation (whether supplied by BMS or not) must be maintained  that includes all processes required to ensure drug is accurately administered. This includes  documentation of drug storage, administration and, as applicable, storage temperatures,  reconstitution, and use of required processes (eg, required diluents, administration sets).",4.3
195,Elotuzumab,"The lyophilized elotuzumab drug product should be stored at 2 to 8 C. Prior to administration  the drug product must be reconstituted with Sterile Water for Injection, and then further diluted  in 0.9% sodium chloride normal saline, as per the instructions in Appendix 3 . After the dose is  diluted in normal saline, the elotuzumab infusion must be administered within 8 hours if stored at  room temperature. If a delay is anticipated, the prepared dose may be refrigerated at 2 to 8 C for  up to 24 hours. If stored under refrigerated conditions, the prepared study drug solution should  be equilibrated to room temperature (process takes 2 - 2.5 hours) and the container must be    gently inverted to mix well before administration. Do not use the accelerated warming method. If  administration is delayed beyond the specified time, the prepared dose solution must be  discarded, and the reason documented by the pharmacist in study drug accountability records.  The dose of elotuzumab to be administered to a subject will be calculated by multiplying the  subjects weight (kg) by 10 mg/kg (20 mg/kg for Cycle 19 and beyond). The subjects predose  weight on Day 1 of each cycle will be used to calculate the dose for each cycle. Subjects will  receive a dose of elotuzumab IV on Days 1, 8, 15, and 22 of the first 2 cycles and on Days 1  and 15 of subsequent cycles (Day 1 only for Cycle 19 and beyond). Each dose should be infused  as per instructions in Appendix 3 .",4.3.1
196,Lenalidomide,"Lenalidomide is an analogue of thalidomide. Thalidomide is a known human teratogen that  causes severe life-threatening human birth defects. If lenalidomide is taken during pregnancy, it  may cause birth defects or death to an unborn baby. Females should be advised to avoid  pregnancy while taking lenalidomide (Revlimid ) and for up to 8 weeks after the last dose of  lenalidomide. Furthermore, subjects taking lenalidomide should refrain from donating blood  until at least 8 weeks or sperm until at least 116 days after last dose of lenalidomide.",4.3.2
197,Lenalidomide,"Because of this potential toxicity and to avoid fetal exposure to lenalidomide, lenalidomide is  only available under a special restricted distribution program. This program is called the  Revlimid Risk Management Plan and provided from the sponsor separately for this study. Under  this program, only prescribers and pharmacists registered with the program can prescribe and  dispense the product. In addition, lenalidomide must only be dispensed to subjects who are  registered and meet all the conditions of the Revlimid Risk Management Plan. Subjects who  have the potential of pregnancy in the Revlimid Risk Management Plan must be instructed about  contraception and undergo the scheduled pregnancy tests.",4.3.2
198,Method of Assigning Subject Identification,"When the investigator obtained informed consent from a subject, the site staff will fax the  enrollment form to the enrollment center or enter subject information into an enrollment form on  a website which was generated by the enrollment center, and receive Patient Identification  number (PID) via a fax or web site. Once the investigator confirm that the subject met the eligibility criteria determined in the protocol, the site staff will send the registration form with  the result of subject eligibility to the enrollment center via a fax or web site, and then receive the  confirmation sheet from the enrollment center. Eligible subjects will be randomized in a 1:1 ratio  to receive either ELd Arm [Investigational Arm] or Ld Arm [Control Arm]. The randomization  will be stratified by ISS stage (1 - 2 versus 3).",4.4
199,Method of Assigning Subject Identification,  ,4.4
200,Selection and Timing of Dose for Each Subject,,4.5
201,Study Drug Administration,,4.5.1
202,Premedication Regimen in Subjects Without a Prior Infusion Reaction,"Consult the Sponsor for further guidance regarding premedication management eg, alternative  medications for subjects allergic or intolerant to any premedication or to determine if locally  used equivalent medications are acceptable.",4.5.1.1
203,Premedication Regimen in Subjects Without a Prior Infusion Reaction,"On weeks of elotuzumab infusion, the weekly dexamethasone will be split into a po and IV  administration (described in Section 4.5.1 ) which will also serve as premedication for  elotuzumab.",4.5.1.1
204,Premedication Regimen in Subjects Without a Prior Infusion Reaction,Intravenous and po dexamethasone doses are calculated to prevent an imbalance in  dexamethasone exposure between the investigational and control arms (Refer to Section  4.5.1.2 for premedication in subjects with prior infusion reaction).,4.5.1.1
205,Premedication Regimen in Subjects Without a Prior Infusion Reaction,"In addition, the following must also be administered 30 - 90 minutes prior to elotuzumab: H1 blocker: diphenhydramine (25 - 50 mg po or IV) or equivalent  H2 blocker: ranitidine (50 mg IV) or equivalent  Acetaminophen (300 - 1000 mg po).",4.5.1.1
206,Premedication Regimen in Subjects With a Prior Infusion Reaction,"To be re-treated with elotuzumab, subjects with prior infusion reaction must receive H1, H2  blockers and acetaminophen at maximum doses specified (ie, 50 mg diphenhydramine, 50 mg  ranitidine, and 1000 mg acetaminophen).",4.5.1.2
207,Premedication Regimen in Subjects With a Prior Infusion Reaction,"To prevent imbalance in dexamethasone exposure between the two arms in the study, doses of  intravenous dexamethasone above 10 mg require a decrease in the po dexamethasone. Recommended dexamethasone dosing is summarized below and in Table 4.5.1.2-1 . Decisions to  use more aggressive premedication schemes in subjects with only prior Grade 1 or only one prior  Grade 2 infusion reaction must be approved by the Sponsor or designee.",4.5.1.2
208,Premedication Regimen in Subjects With a Prior Infusion Reaction,"For subjects with prior Grade 1 infusion reaction, the same dexamethasone premedication  regime as in Section 4.5.1 may be used.  For subjects with prior Grade 2 infusion reaction, administer 10 mg IV dexamethasone  (instead of 8 mg) as the premedication steroid at least 45 minutes prior to elotuzumab.  Subjects should still take 28 mg oral dexamethasone either as a single dose or split dose  (16 mg 12 - 24 hours AND 12 mg at least 3 hours prior to elotuzumab).  For subjects with Grade 3 or recurrent Grade 2 elotuzumab infusion reactions, consultation  with the Sponsor or designee is recommended. For these subjects, administer 18 mg IV  dexamethasone as the premedication steroid at least 45 minutes prior to elotuzumab. To  prevent imbalance in dexamethasone exposure between the two arms in the study, on the  weeks that subjects receive 18 mg IV dexamethasone, they must only receive a total of  16 mg oral dexamethasone (8 mg 12 - 24 hours AND 8 mg at least 3 hours prior to  elotuzumab). Eighteen mg of IV dexamethasone has similar exposure to approximately  24 mg oral dexamethasone.",4.5.1.2
209,Premedication Regimen in Subjects With a Prior Infusion Reaction,  ,4.5.1.2
210,Guidelines for Elotuzumab Infusion in Subjects with Reactions,,4.5.2
211,Grade 1 Infusion Reaction,"Grade 1 elotuzumab infusion-related reactions by definition, require,no intervention; however,  increased monitoring is recommended.",4.5.2.1
212,Grade 1 Infusion Reaction,"4.5.2.2 Grade 2 Infusion Reaction Infusion reactions during the elotuzumab infusion: For a Grade 2 elotuzumab infusion  related reaction, the infusion must be interrupted. The subject should be treated as clinically  indicated with one or more of the following medications or interventions: antiemetics,  antihistamines, analgesics, corticosteroids, leukotriene inhibitors, oxygen inhalation, epinephrine,  bronchodilators, or other supportive measures as indicated. Subjects with a Grade 4 elotuzumab    infusion reaction must have elotuzumab permanently discontinued. These subjects should  continue to receive lenalidomide and dexamethasone per protocol.",4.5.2.1
213,Grade 1 Infusion Reaction,"Once the elotuzumab infusion-related reaction has resolved to Grade 1, the infusion can be  restarted at 0.5 mL/minute. If symptoms do not recur after 30 minutes, the infusion rate may be  increased in a stepwise fashion starting at a rate per investigators discretion, and increasing up  to a rate per investigators discretion, up to a maximum of 5.0 mL/minute.",4.5.2.1
214,Grade 1 Infusion Reaction,"Subjects who experience an infusion reaction require vital signs to be monitored every 30  minutes for 2 hours after the end of the elotuzumab infusion. If the elotuzumab infusion reaction  recurs, the infusion must be stopped and not restarted on that day. Appropriate therapy should be  administered to address the subjects signs and symptoms. The infusion can be reattempted at the  next protocol defined infusion time point at the investigators discretion with additional  premedication as described in Table 4.5.1.2-1 .",4.5.2.1
215,Grade 1 Infusion Reaction,"Infusion reactions after the completion of elotuzumab infusion: Should a Grade 2 infusion  reaction occur following completion of an elotuzumab infusion, the subject should be treated as  clinically indicated with 1 or more of the following medications or interventions:  diphenhydramine, acetaminophen, hydrocortisone, H2 inhibitor, leukotriene inhibitor, oxygen  inhalation, epinephrine, bronchodilators, or other supportive measures as indicated.",4.5.2.1
216,Grade 1 Infusion Reaction,"Elotuzumab infusions on subsequent weeks after a prior Grade 2 infusion reaction: Subjects with prior Grade 2 or higher infusion reactions should have the next infusion started at  0.5 mL/min and then escalated in a stepwise fashion (0.5 mL/minute every 30 minutes to a  maximum of 5.0 mL/min). If no Grade 2 infusion reaction occurs, the next infusion may be  increased in a stepwise fashion starting at a rate per investigators discretion, and up to a  maximum of 5.0 mL/minute. If tolerated, all subsequent infusions may start at a rate per  investigators discretion, up to a maximum rate of 5.0 mL/minute.",4.5.2.1
217,Dose Delay or Interruption,"If the dose of one drug in the regimen (ie, lenalidomide, dexamethasone or elotuzumab) is  delayed or interrupted, the treatment with the other drugs may continue as scheduled. Subjects  experiencing a 28-day delay in all study drugs lenalidomide, dexamethasone, and elotuzumab  due to an adverse event(s) related to study treatment must be discontinued from study drug.  Subjects experiencing delays unrelated to study therapy, for example due to radiation therapy  may delay study treatment up to 42 days. Delays greater than 28 days must be discussed with the  medical monitor.",4.5.3
218,Dose Delay or Interruption,"Each cycle is 28 days. While dose delays or interruptions are permitted, the start of each cycle  cannot be delayed and is fixed relative to Cycle 1 Day 1. Adjustments to the Cycle 1 Day 1  anchored schedule should not be performed. Missed doses should be skipped, not delayed, if not  given within the allowed window.",4.5.3
219,Dose Delay or Interruption,"Subjects may continue on study therapy even if components of the study therapy must be  discontinued. For example, a subject on lenalidomide and dexamethasone may continue on study  therapy even if dexamethasone must be discontinued for an adverse event. Likewise, a subject on    the investigational arm may continue on study therapy if elotuzumab must be discontinued for an  adverse event or other reason. Patients are considered still on study therapy even if they continue  solely on lenalidomide.",4.5.3
220,Dose Delay or Interruption,Please consult the BMS medical monitor or any questions regarding dose interruption or study  therapy discontinuation.,4.5.3
221,Dose Delay or Interruption,"4.5.3.1 Elotuzumab In Cycle 1 and 2, an elotuzumab dose that falls outside of the pre-specified window (-1 to  +3 days) must be skipped.",4.5.3
222,Dose Delay or Interruption,"In Cycles 3 and beyond, elotuzumab dosing may be delayed for up to 1 week. If unable to  administer within 1 week, then the dose should be skipped and resumption of the elotuzumab  continues per the protocol defined schedule.",4.5.3
223,Dose Delay or Interruption,4.5.3.2 Dexamethasone Dexamethasone delay should be performed as clinically indicated at the discretion of the  investigator.,4.5.3
224,Dose Delay or Interruption,"For subjects receiving elotuzumab, the weekly dexamethasone dose that coincides with or is  temporally closest to the elotuzumab dosing must be administered as part of the premedication  for elotuzumab per the guidance in Section 4.5.1 .",4.5.3
225,Dose Delay or Interruption,4.5.3.3 Lenalidomide Lenalidomide delay should be performed as clinically indicated at the discretion of the  investigator.,4.5.3
226,Dose Delay or Interruption,"Subjects should be instructed that if a dose of lenalidomide has been missed and it has been less  than 12 hours since the subjects regular dosing time, to take lenalidomide as soon as the subject  remembers. If it has been more than 12 hours, the dose must be skipped. Subjects should not take  2 doses at the same time.",4.5.3
227,Elotuzumab,"Elotuzumab will be administered intravenously at a dose of 10 mg/kg weekly (Days 1, 8, 15,  and 22 of a 4-week cycle) of the first 2 cycles and every 2 weeks (Day 1 and Day 15) for Cycles  3 through 18, then at a dose of 20 mg/kg every 4 weeks Cycle 19 (Day 1) and beyond. A window  of -1 to + 3 days is permitted in Cycles 1 and 2.",4.5.3.1
228,Elotuzumab,"In Cycle 1 and 2, an elotuzumab dose that falls outside of the pre-specified window must be  skipped.",4.5.3.1
229,Elotuzumab,"In Cycles 3 and beyond, elotuzumab dosing may be delayed for up to 1 week as clinically  indicated. The reason for the delay must be recorded on the CRF. If unable to administer within  1 week, then the dose should be skipped and resumption of the elotuzumab continues per the  protocol defined schedule.",4.5.3.1
230,Elotuzumab,"In addition, the following must also be administered 30 - 90 min prior to any elotuzumab: H1 blocker: diphenhydramine (25 - 50 mg po or IV) or equivalent  H2 blocker: ranitidine (50 mg IV) or equivalent  Acetaminophen (300 - 1000 mg po).",4.5.3.1
231,Elotuzumab,See Appendix 3 for elotuzumab dosing instructions.,4.5.3.1
232,Dexamethasone,"On weeks without elotuzumab (including the control arm), administer the weekly dose of 40 mg  dexamethasone on Day 1, 8, 15, and 22 (-1 to +3 days). At the investigators discretion, the oral  dexamethasone may be given as a split dose over 2 consecutive days each week.",4.5.3.2
233,Dexamethasone,"On weeks of elotuzumab infusion, administer dexamethasone as a split dose of: 28 mg po ( between 3 - 24 hours prior to the start of elotuzumab infusion) AND  8 mg IV (on the day of elotuzumab infusion at least 45 min prior to the start of infusion).  At the discretion of the investigator, the oral dexamethasone component may be given as a  split dose 12 - 24 and 3 hours prior to elotuzumab.",4.5.3.2
234,Lenalidomide,"Lenalidomide will be taken orally 25 mg once daily for the first 3 weeks of a 4-week cycle. On  the days of elotuzumab administration, the dose of lenalidomide is to be administered at least  2 hours after completion of elotuzumab dosing. Subjects should not break, chew or open the  capsules.",4.5.3.3
235,Lenalidomide,  ,4.5.3.3
236,Recommended Dose Reductions,,4.5.4
237,Elotuzumab,,4.5.4.1
238,Dexamethasone,Dexamethasone dose reductions for toxicity must be performed as clinically indicated.  Recommended management is described in Table 4.5.4.2-1 and Table 4.5.4.2-2 . Deviations to  the recommended dose reductions are allowed based on the clinical judgment of the investigator.,4.5.4.2
239,Dexamethasone,  ,4.5.4.2
240,Lenalidomide,,4.5.4.3
241,Blinding/Unblinding,,4.6
242,Treatment Compliance,,4.7
243,Destruction of Study Drug,"For this study, study drugs (those supplied by BMS or sourced by the investigator) such as  partially used study drug containers, vials and syringes may be destroyed on site.",4.8
244,Destruction of Study Drug,"Any unused study drugs can only be destroyed after being inspected and reconciled by the  responsible Study Monitor unless study drug containers must be immediately destroyed as  required for safety, or to meet local regulations (eg, cytotoxics or biologics).",4.8
245,Destruction of Study Drug,"On-site destruction is allowed provided the following minimal standards are met: On-site disposal practices must not expose humans to risks from the drug.  On-site disposal practices and procedures are in agreement with applicable laws and  regulations, including any special requirements for controlled or hazardous substances.  Written procedures for on-site disposal are available and followed. The procedures must be  filed with the sites SOPs and a copy provided to BMS upon request.  Records are maintained that allow for traceability of each container, including the date  disposed of, quantity disposed, and identification of the person disposing the containers. The  method of disposal, ie, incinerator, licensed sanitary landfill, or licensed waste disposal  vendor must be documented.  Accountability and disposal records are complete, up-to-date, and available for the Monitor  to review throughout the clinical trial period.",4.8
246,Destruction of Study Drug,If conditions for destruction cannot be met the responsible Study Monitor will make  arrangements for return of study drug.,4.8
247,Destruction of Study Drug,"It is the study drug storage managers responsibility to arrange for disposal of all empty  containers, provided that procedures for proper disposal have been established according to  applicable local, and institutional guidelines and procedures, and provided that appropriate  records of disposal are kept.",4.8
248,Return of Study Drug,"If study drug will not be destroyed upon completion or termination of the study, all unused  and/or partially used study drug that was supplied by BMS must be returned to BMS. The return  of study drug will be arranged by the responsible Study Monitor.",4.9
249,Return of Study Drug,"   It is the study drug storage managers responsibility to arrange for disposal of all empty  containers, provided that procedures for proper disposal have been established according to  applicable local, and institutional guidelines and procedures, and provided that appropriate  records of disposal are kept.",4.9
250,Return of Study Drug,Arrangements for the return of study drug will be made by the responsible Study Monitor.,4.9
251,Return of Study Drug,  ,4.9
252,STUDY ASSESSMENTS AND PROCEDURES,,5
253,Flow Chart/Time and Events Schedule,,5.1
254,Results of Central Assessments,,5.10
255,Retesting During Screening or Lead-in Period,Retesting of laboratory parameters and/or other assessments during the Screening or Lead-in  period will not be permitted (this does not include parameters that require a confirmatory result).,5.2
256,Retesting During Screening or Lead-in Period,"Any new result will override the previous result (i.e., the most current result prior to  Registration) and is the value by which study inclusion will be assessed, as it represents the  subjects most current, clinical state.",5.2
257,Study Materials,The following will be distributed to sites for use in this study: Registration Forms  NCI CTCAE booklets version 3.0  Elotuzumab Investigator Brochure  Lenalidomide (Revlimid ) Package Insert  Drug Preparation Guidelines  Subject Dosing Diary  Laboratory Manuals  CRFs (electronic)  Pregnancy Surveillance Forms  Revlimid Risk Management Plan.,5.3
258,Study Materials,"5.4 Safety Assessments All subjects who receive study drug will be evaluated for safety parameters. Additionally, any  occurrence of an SAE from the time of consent forward will be documented.",5.3
259,Study Materials,"Safety assessment will be performed prior to study drug dosing at dosing visits, unless otherwise  specified.",5.3
260,Study Materials,"Safety will be evaluated for all treated subjects using the NCI CTCAE version 3.0. Safety  assessments will be based on medical review of AE reports and the results of vital sign  measurements, physical examinations, and clinical laboratory tests.",5.3
261,Study Materials,"Additional procedures and assessments may be performed as part of standard of care however  data for these assessments should remain in the subjects medical record and should not be  provided to BMS, unless specifically requested by the sponsor. If additional safety assessments  are performed for adverse events, then results should be submitted on the CRF.",5.3
262,Safety Assessments,   ,5.4
263,"Vital Signs, Physical Measurements, and Examination","Vital signs (body temperature, respiratory rate, seated blood pressure and heart rate) will be  recorded as outlined in Table 5.1-1 , Table 5.1-2 , and Table 5.1-3 . Blood pressure, respiratory  rate and heart rate should be measured after the subject has been seated quietly for at least  5 minutes prior to measurement. Subjects in the control arm will have vital signs measured once    at each visit. Subjects randomized to the investigational arm will have additional vital signs as  follows: Prior to pre-medication administration  Prior to the start of the elotuzumab infusion  Thirty minutes after the start of infusion  At the end of the infusion  Thirty and 120 minutes post completion of the elotuzumab infusion for Cycle 1 and 2  Cycle 3 and beyond post infusion vital signs will be measured at 30 minutes  Subjects who experience a Grade 2 infusion reaction require vital signs to be monitored  every 30 minutes for 2 hours after the end of the elotuzumab infusion.",5.4.1
264,"Vital Signs, Physical Measurements, and Examination","Height will be recorded at screening. Weight will be measured at study visits as indicated in  Table 5.1-1 , Table 5.1-2 , and Table 5.1-3 .",5.4.1
265,"Vital Signs, Physical Measurements, and Examination","A full physical examination will be performed at the screening visit, whereas a targeted exam  will occur at Day 1 and during on-treatment up to 3 days prior to dosing and post-treatment visits.  A targeted physical examination may be performed by a qualified professional guided by the  examiners observations and/or subject complaints on new or changed conditions, symptoms, or  concerns. Targeted physical exam includes assessment of heart, lung, and abdomen.",5.4.1
266,Performance Status,,5.4.2
267,Echocardiogram or MUGA scan and Electrocardiogram,,5.4.3
268,Laboratory Assessments for Safety,All safety laboratory assessments indicated in Table 5.4.4-1 should be done at a local laboratory.,5.4.4
269,Laboratory Assessments for Safety,  ,5.4.4
270,Efficacy Assessments,  ,5.5
271,Primary and Secondary Efficacy Assessment,"Response assessments according to the international diagnostic criteria of the International  Myeloma Working Group (IMWG criteria) will be used for the primary analysis. For the  purposes of this study, all subjects tumor assessments by SPEP M protein and UPEP M protein  quantification, corrected calcium (calcium and albumin), and serum free light chain (when  indicated for CR assessment), should be re-evaluated per the protocol-stated frequency relative  to the date of first dose of study drug until disease progression based on the IMWG criteria,  irrespective of dose delays or treatment cycle. If subject does not have documented disease  progression at time of study drug discontinuation, then tumor assessments should still be  performed according to the same schedule described above until disease progression even if  a subsequent anti-myeloma treatment is initiated prior to disease progression.",5.5.1
272,Primary and Secondary Efficacy Assessment,"All efficacy laboratory assessments should be done through the central laboratory, except  corrected calcium, and bone marrow assessments for plasma cell percentage and light chain  restriction (clonality by Immunohistochemistry or flow cytometry). All bone marrow aspirate  and core biopsy samples should be assessed locally. For any SPEP or UPEP assessment  performed locally, in lieu of a central lab assessment, (ie, if the subject cannot complete a visit at    the study site), M protein quantification must be performed. Any laboratory samples analyzed  locally, including for efficacy, must be entered on the appropriate CRF.",5.5.1
273,Laboratory Assessments for Myeloma,"All serum and urine lab tests must be sent to the central lab, except serum calcium and albumin  which are performed locally, until disease progression or withdrawal of consent, even if the  subject is discontinued from study therapy and has started new myeloma therapy.",5.5.2
274,Laboratory Assessments for Myeloma,"Twenty-four-hour urine sample can be collected within 7 days of visit, and must be obtained  with each cycle in all subjects who have measurable UPEP M protein ( 200 mg/24 hours) at  baseline. Subjects who have urine M protein of < 200 mg/24 hours at baseline and at next  2 subsequent assessments do not have to submit q4 week urine samples with each cycle (but  must submit q12 week urine samples) until SPEP M protein values becomes undetectable. In  order to full fill CR/sCR criteria, both serum and urine immunofixation must be performed and  be negative on two consecutive assessment. Therefore, at the time SPEP becomes undetectable,  24-hr UPEP collection should promptly resume and continue q4 weeks until SPEP becomes  detectable. Any local serum and urine myeloma lab tests that may also have been performed  must also be reported in the CRF.",5.5.2
275,Laboratory Assessments for Myeloma,"1) Serum: serum protein electrophoresis (SPEP) for M protein quantification, total serum  protein, immunofixation, and quantitative immunoglobulin assay. a) Immunofixation: Immunofixation of serum is required at baseline and to confirm CR  regardless of whether measurable M-protein was present at baseline. b) Serum free light chain: Serum should be collected at screening and time of CR for  serum free light chain analysis. This measurement is required to document sCR. c) Other: All other serum tests will be followed at each tumor assessment. 2) Urine: 24-hour urine collection electrophoresis for M protein quantification, urinary light  chains, and immunofixation. 24-hour urine must be collected with each cycle for all subjects,  except for those subjects with no measurable M protein in the urine at baseline and at next  two subsequent time points. a) Immunofixation of urine is required at baseline and to confirm CR regardless of whether  measurable M-protein was present at baseline. b) All other urine tests will be followed at each tumor assessment. 3) Bone marrow aspiration/biopsy: Assessment of bone marrow for percentage plasma cells  is required within 28 days of randomization and while on study to confirm CR (ie, subjects  who become immunofixation negative) or, if clinically indicated, at time of suspected disease  progression (a second confirmation bone marrow analysis for CR is not needed). The  percentage CD138 cells and clonality (based on kappa/lambda ratio) will also be assessed to  confirm stringent CR (sCR). Flow cytometry will be performed only to confirm CR. In  addition, biomarker tests must also be performed on the fresh bone marrow sample obtained  at screening (if applicable; refer to Section 5.7.2 ).",5.5.2
276,Laboratory Assessments for Myeloma,  ,5.5.2
277,Imaging Assessments for Myeloma,,5.5.3
278,Skeletal Survey,"Skeletal survey, by conventional radiography, for metastatic disease will be performed at  screening (within 28 days prior of randomization), and on study if clinically indicated  (development of compression fracture does not exclude response). Use of conventional or low  dose CT scan (ie, of the spine) or MRI bone survey is acceptable. If imaging is performed on  treatment for assessment of progression, the site must use the same modality of imaging as used  in screening. The number and location of skeletal lesions and whether they are lytic should be    recorded on the eCRF. On treatment survey should record whether there is an increase in the  number or size of lytic lesions.",5.5.3.1
279,Assessment of Extramedullary Plasmacytoma,"CT or MRI should be performed in all subjects if clinically indicated at baseline to assess for the  presence of extramedullary plasmacytoma. To minimize unnecessary radiation in myeloma  subjects where progression is primarily based on serum and urine M-protein, on study  assessments should only be performed if clinically indicated (ie, pain, concern for disease  progression), whether or not present at baseline, and at the time of CR/sCR assessment.",5.5.3.2
280,Assessment of Extramedullary Plasmacytoma,A sum of the products of the longest diameters and longest perpendicular diameter for all  measurable lesions will be calculated at baseline. This sum will be used as the reference for on  study assessments by which to characterize the objective tumor response.,5.5.3.2
281,Assessment of Extramedullary Plasmacytoma,"All tumor measurements must be made in millimeters. All documented measurable lesions are to  be followed throughout the trial. All assessments to be used for tumor response evaluation,  including the baseline assessment, must be performed using the same method for repeat  assessment. CT and MRI scanning are the preferable methods of assessment. Conventional CT  and MRI should be performed with contiguous cuts of 10 mm or less or with cuts of  5 (or 10) mm if spiral CT scanning is used. Imaging-based evaluation is preferred to evaluation  by clinical examination. Evaluation by chest x-ray is less preferable than CT or MRI, and should  only be used for well-defined lesions surrounded by aerated lung. Clinical examination is only  acceptable when lesions are superficial, such as a skin nodule or palpable lymph node. Skin  lesions must be documented by a photograph with a ruler. Ultrasound is not acceptable for  documentation of measurable disease.",5.5.3.2
282,Assessment of Extramedullary Plasmacytoma,Duplicate copies of all imaging studies used for tumor response evaluation will be made  available for review by the Sponsor upon request.,5.5.3.2
283,Assessment of Extramedullary Plasmacytoma,Measurable disease are lesions that can be accurately measured in 2 dimensions and both  diameters must be 20 mm when evaluated by standard CT scanning or 10 mm when  evaluated by spiral CT scanning. The minimum diameter size should be at least twice the slice  thickness.,5.5.3.2
284,Assessment of Extramedullary Plasmacytoma,"Non-measurable disease are all other lesions (or sites of disease), including those that are too  small (ie, do not meet above criteria), occur within a previously irradiated area (unless they are  documented as new lesions since the completion of radiation therapy), bone lesions,  leptomeningeal disease, ascites, pleural or pericardial effusion (exception for effusions  documented by cytology as not malignant or present at baseline without progression),  lymphangitis cutis/pulmonis, abdominal masses that are not pathologically/cytologically  confirmed and followed by imaging techniques, and cystic lesions.",5.5.3.2
285,Assessment of Extramedullary Plasmacytoma,  ,5.5.3.2
286,Definitions of Response Based on IMWG,See Table 5.5.4-1 and Table 5.5.4-2 for definitions of response and progression. All criteria are  derived from IMWG.,5.5.4
287,Definitions of Response Based on IMWG,All response categories require 2 consecutive assessments. The second of  the 2 consecutive assessments should occur at the next planned tumor assessment (every 4 weeks  after the first dose).,5.5.4
288,Pharmacokinetic Assessments,Blood samples for PK assessment will be drawn according to the PK sampling schedule given in  Table 5.6-1. PK samples will be collected according to the schedule listed in Table 5.6-1 in all  subjects received elotuzumab. Blood samples for the analysis of serum concentrations of  elotuzumab should be drawn from the arm not used for infusion of study drug.,5.6
289,Pharmacokinetic Assessments,"In addition, Development of anti-drug antibodies (ADA) to elotuzumab will be evaluated in all  subjects received elotuzumab at specified time points as noted in Table 5.6-1.",5.6
290,Outcomes Research Assessments,Not Applicable   ,5.8
291,Other Assessments,,5.9
292,ADVERSE EVENTS,"An Adverse Event (AE) is defined as any new untoward medical occurrence or worsening of a  preexisting medical condition in a clinical investigation subject administered study drug and that  does not necessarily have a causal relationship with this treatment. An AE can therefore be any  unfavorable and unintended sign (such as an abnormal laboratory finding), symptom, or disease  temporally associated with the use of study drug, whether or not considered related to the study  drug.",6
293,ADVERSE EVENTS,The causal relationship to study drug is determined by a physician and should be used to assess  all adverse events (AE). The causal relationship can be one of the following: Related: There is a reasonable causal relationship between study drug administration and  the AE.,6
